FOODCODE	DESCRIPTION_f
75330153	Vegetable_combination_excluding_carrots_broccoli_and_dark-green_leafy_cooked_no_sauce_made_with_margarine
75340000	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_NS_as_to_fat_added_in_cooking
75340010	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_fat_not_added_in_cooking
75340020	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_fat_added_in_cooking_NS_as_to_type_of_fat
75340021	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_made_with_oil
75340022	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_made_with_butter
75340023	Vegetable_combinations_Asian_style_broccoli_green_pepper_water_chestnut_etc._cooked_made_with_margarine
75340160	Vegetable_and_pasta_combinations_with_cream_or_cheese_sauce_broccoli_pasta_carrots_corn_zucchini_peppers_cauliflower_peas_etc._cooked
75340200	Jai_Monk_s_Food
75340300	Pinacbet
75365000	Vegetable_mixture_dried
75400500	Artichokes_stuffed
75401010	Asparagus_NS_as_to_form_creamed_or_with_cheese_sauce
75401011	Asparagus_from_fresh_creamed_or_with_cheese_sauce
75401012	Asparagus_from_frozen_creamed_or_with_cheese_sauce
75401013	Asparagus_from_canned_creamed_or_with_cheese_sauce
75402010	Beans_lima_immature_NS_as_to_form_creamed_or_with_cheese_sauce
75402011	Beans_lima_immature_from_fresh_creamed_or_with_cheese_sauce
75402012	Beans_lima_immature_from_frozen_creamed_or_with_cheese_sauce
75402013	Beans_lima_immature_from_canned_creamed_or_with_cheese_sauce
75402020	Beans_lima_immature_cooked_NS_as_to_form_with_mushroom_sauce
75402021	Beans_lima_immature_cooked_from_fresh_with_mushroom_sauce
75402022	Beans_lima_immature_cooked_from_frozen_with_mushroom_sauce
75402023	Beans_lima_immature_cooked_from_canned_with_mushroom_sauce
75403010	Beans_string_green_NS_as_to_form_creamed_or_with_cheese_sauce
75403011	Beans_string_green_from_fresh_creamed_or_with_cheese_sauce
75403012	Beans_string_green_from_frozen_creamed_or_with_cheese_sauce
75403013	Beans_string_green_from_canned_creamed_or_with_cheese_sauce
75403020	Beans_string_green_cooked_NS_as_to_form_with_mushroom_sauce
75403021	Beans_string_green_cooked_from_fresh_with_mushroom_sauce
75403022	Beans_string_green_cooked_from_frozen_with_mushroom_sauce
75403023	Beans_string_green_cooked_from_canned_with_mushroom_sauce
75403200	Beans_string_green_cooked_Szechuan-style
75404010	Beans_string_yellow_NS_as_to_form_creamed_or_with_cheese_sauce
75404011	Beans_string_yellow_from_fresh_creamed_or_with_cheese_sauce
75404012	Beans_string_yellow_from_frozen_creamed_or_with_cheese_sauce
75404013	Beans_string_yellow_from_canned_creamed_or_with_cheese_sauce
75405010	Beets_with_Harvard_sauce
75406010	Brussels_sprouts_NS_as_to_form_creamed
75406011	Brussels_sprouts_from_fresh_creamed
75406012	Brussels_sprouts_from_frozen_creamed
75407010	Cabbage_creamed
75409010	Cauliflower_NS_as_to_form_creamed
75409011	Cauliflower_from_fresh_creamed
75409012	Cauliflower_from_frozen_creamed
75409013	Cauliflower_from_canned_creamed
75409020	Cauliflower_batter-dipped_fried
75410010	Celery_creamed
75410500	Chiles_rellenos_cheese-filled
75410530	Chiles_rellenos_filled_with_meat_and_cheese
75410550	Jalapeno_pepper_stuffed_with_cheese_breaded_or_battered_fried
75411010	Corn_scalloped_or_pudding
75411020	Corn_fritter
75411030	Corn_cooked_NS_as_to_form_with_cream_sauce_made_with_milk
75411031	Corn_cooked_from_fresh_with_cream_sauce_made_with_milk
75411032	Corn_cooked_from_frozen_with_cream_sauce_made_with_milk
75411033	Corn_cooked_from_canned_with_cream_sauce_made_with_milk
75412010	Eggplant_batter-dipped_fried
75412030	Eggplant_dip
75412060	Eggplant_parmesan_casserole_regular
75412070	Eggplant_with_cheese_and_tomato_sauce
75413010	Kohlrabi_creamed
75414010	Mushrooms_NS_as_to_form_creamed
75414011	Mushrooms_from_fresh_creamed
75414012	Mushrooms_from_frozen_creamed
75414013	Mushrooms_from_canned_creamed
75414020	Mushrooms_stuffed
75414030	Mushrooms_batter-dipped_fried
75414500	Okra_batter-dipped_fried
75415010	Onions_NS_as_to_form_creamed
75415011	Onions_from_fresh_creamed
75415020	Onion_rings_NS_as_to_form_batter-dipped_baked_or_fried
75415021	Onion_rings_from_fresh_batter-dipped_baked_or_fried
75415022	Onion_rings_from_frozen_batter-dipped_baked_or_fried
75416010	Parsnips_creamed
75416500	Pea_salad
75416600	Pea_salad_with_cheese
75417010	Peas_NS_as_to_form_creamed
75417011	Peas_from_fresh_creamed
75417012	Peas_from_frozen_creamed
75417013	Peas_from_canned_creamed
75417020	Peas_cooked_NS_as_to_form_with_mushroom_sauce
75417021	Peas_cooked_from_fresh_with_mushroom_sauce
75417022	Peas_cooked_from_frozen_with_mushroom_sauce
75417023	Peas_cooked_from_canned_with_mushroom_sauce
75417030	Peas_cooked_NS_as_to_form_with_tomato_sauce
75417031	Peas_cooked_from_fresh_with_tomato_sauce
75417032	Peas_cooked_from_frozen_with_tomato_sauce
75417033	Peas_cooked_from_canned_with_tomato_sauce
75418000	Squash_summer_yellow_or_green_breaded_or_battered_baked
75418010	Squash_summer_yellow_or_green_breaded_or_battered_fried
75418020	Squash_summer_casserole_with_tomato_and_cheese
75418030	Squash_summer_casserole_with_rice_and_tomato_sauce
75418040	Squash_summer_casserole_with_cheese_sauce
75418050	Squash_summer_NS_as_to_form_creamed
75418051	Squash_summer_from_fresh_creamed
75418052	Squash_summer_from_frozen_creamed
75418053	Squash_summer_from_canned_creamed
75418060	Squash_summer_souffle
75418100	Turnips_NS_as_to_form_creamed
75418101	Turnips_from_fresh_creamed
75418102	Turnips_from_frozen_creamed
75418103	Turnips_from_canned_creamed
75418220	Creamed_christophine_Puerto_Rican_style
75439010	Vegetable_stew_without_meat
75439500	Chow_mein_or_chop_suey_meatless_no_noodles
75440100	Vegetable_combination_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_soy-based_sauce
75440110	Vegetable_combination_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_soy-based_sauce
75440200	Vegetable_tempura
75440300	Vegetable_combinations_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_tomato_sauce
75440310	Vegetable_combinations_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_tomato_sauce
75440400	Vegetables_dipped_in_chick-pea_flour_batter_fried_Pakora
75440500	Vegetable_combinations_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_cheese_sauce
75440510	Vegetable_combinations_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_cheese_sauce
75440600	Vegetable_curry
75450500	Vegetable_combination_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_cream_sauce
75450510	Vegetable_combination_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_cream_sauce
75450600	Vegetable_combination_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_butter_sauce
75460700	Vegetable_combinations_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_pasta
75460710	Vegetable_combinations_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_pasta
75460800	Vegetable_combinations_including_carrots_broccoli_and_or_dark-green_leafy_cooked_with_butter_sauce_and_pasta
75460810	Vegetable_combinations_excluding_carrots_broccoli_and_dark-green_leafy_cooked_with_butter_sauce_and_pasta
75460900	Chow_mein_or_chop_suey_meatless_with_noodles
75500110	Beans_string_green_pickled
75500210	Beets_pickled
75500510	Celery_pickled
75501010	Corn_relish
75502010	Cauliflower_pickled
75502500	Cabbage_fresh_pickled_Japanese_style
75502510	Cabbage_red_pickled
75502520	Kimchi
75502550	Cabbage_mustard_salted
75503010	Cucumber_pickles_dill
75503020	Cucumber_pickles_relish
75503030	Cucumber_pickles_sour
75503040	Cucumber_pickles_sweet
75503080	Eggplant_pickled
75503085	Ginger_root_pickled
75503090	Horseradish
75503100	Mustard_pickles
75503110	Cucumber_pickles_dill_reduced_salt
75503140	Cucumber_pickles_sweet_reduced_salt
75505000	Mushrooms_pickled
75506010	Mustard
75506100	Honey_mustard_dip
75507000	Okra_pickled
75510000	Olives_NFS
75510010	Olives_green
75510020	Olives_black
75510030	Olives_green_stuffed
75511010	Hot_pepper_sauce
75511020	Peppers_pickled
75511040	Pepper_hot_pickled
75511100	Pickles_NS_as_to_vegetable
75511200	Pickles_mixed
75512010	Radishes_pickled_Hawaiian_style
75512510	Recaito
75513010	Seaweed_pickled
75515000	Vegetables_pickled_Hawaiian_style
75515010	Vegetable_relish
75515100	Vegetables_pickled
75534030	Turnip_pickled
75534500	Tsukemono_Japanese_pickles
75534550	Wasabi_paste
75535000	Zucchini_pickled
75600150	Soup_cream_of_NFS
75601000	Asparagus_soup_cream_of_NS_as_to_made_with_milk_or_water
75601010	Asparagus_soup_cream_of_prepared_with_milk
75601020	Asparagus_soup_cream_of_prepared_with_water
75601100	Borscht
75601200	Cabbage_soup_home_recipe_canned_or_ready-to-serve
75601210	Cabbage_with_meat_soup_home_recipe_canned_or_ready-to-serve
75603010	Celery_soup_cream_of_prepared_with_milk_home_recipe_canned_or_ready-to-serve
75603020	Celery_soup_cream_of_prepared_with_water_home_recipe_canned_or_ready-to-serve
75604010	Corn_soup_cream_of_prepared_with_milk
75604020	Corn_soup_cream_of_prepared_with_water
75604600	Gazpacho
75605010	Leek_soup_cream_of_prepared_with_milk
75607000	Mushroom_soup_NFS
75607010	Mushroom_soup_cream_of_prepared_with_milk
75607020	Mushroom_soup_cream_of_prepared_with_water
75607040	Mushroom_soup_with_meat_broth_prepared_with_water
75607050	Mushroom_soup_cream_of_low_sodium_prepared_with_water
75607060	Mushroom_soup_cream_of_NS_as_to_made_with_milk_or_water
75607080	Mushroom_with_chicken_soup_cream_of_prepared_with_milk
75607090	Mushroom_soup_cream_of_canned_reduced_sodium_NS_as_to_made_with_milk_or_water
75607100	Mushroom_soup_cream_of_canned_reduced_sodium_prepared_with_milk
75607140	Mushroom_soup_cream_of_canned_reduced_sodium_prepared_with_water
75608010	Onion_soup_cream_of_prepared_with_milk
75608100	Onion_soup_French
75608200	Onion_soup_made_from_dry_mix
75609010	Pea_soup_prepared_with_milk
75611010	Vegetable_soup_cream_of_prepared_with_milk
75612010	Zucchini_soup_cream_of_prepared_with_milk
75646010	Shav_soup
75647000	Seaweed_soup
75649010	Vegetable_soup_canned_prepared_with_water_or_ready-to-serve
75649040	Vegetable_soup_reduced_sodium_canned_ready_to_serve
75649050	Vegetable_soup_made_from_dry_mix
75649110	Vegetable_soup_home_recipe
75649150	Vegetable_noodle_soup_home_recipe
75650990	Minestrone_soup_reduced_sodium_canned_or_ready-to-serve
75651000	Minestrone_soup_home_recipe
75651010	Minestrone_soup_canned_prepared_with_water_or_ready-to-serve
75651020	Vegetable_beef_soup_canned_prepared_with_water_or_ready-to-serve
75651030	Vegetable_beef_noodle_soup_prepared_with_water
75651040	Vegetable_noodle_soup_canned_prepared_with_water_or_ready-to-serve
75651070	Vegetable_rice_soup_canned_prepared_with_water_or_ready-to-serve
75651080	Vegetable_beef_soup_with_rice_canned_prepared_with_water_or_ready-to-serve
75651110	Vegetable_chicken_rice_soup_canned_prepared_with_water_or_ready-to-serve
75651140	Vegetable_soup_with_chicken_broth_home_recipe_Mexican_style
75651150	Vegetable_noodle_soup_reduced_sodium_canned_prepared_with_water_or_ready-to-serve
75652010	Vegetable_beef_soup_home_recipe
75652030	Vegetable_beef_soup_canned_prepared_with_milk
75652040	Vegetable_beef_soup_with_noodles_or_pasta_home_recipe
75652050	Vegetable_beef_soup_with_rice_home_recipe
75654010	Vegetarian_vegetable_soup_prepared_with_water
75656010	Vegetable_soup_Spanish_style_stew_type
75656020	Vegetable_soup_chunky_style
75656040	Vegetable_soup_with_pasta_chunky_style
75656060	Vegetable_beef_soup_chunky_style
75657000	Vegetable_broth_bouillon
76102010	Spinach_creamed_baby_food_strained
76102030	Broccoli_carrots_and_cheese_baby_food_junior
76201000	Carrots_baby_food_NS_as_to_strained_or_junior
76201010	Carrots_baby_food_strained
76201020	Carrots_baby_food_junior
76201030	Carrots_baby_food_toddler
76202000	Carrots_and_peas_baby_food_strained
76205000	Squash_baby_food_NS_as_to_strained_or_junior
76205010	Squash_baby_food_strained
76205020	Squash_baby_food_junior
76205030	Squash_and_corn_baby_food_strained
76205060	Corn_and_sweet_potatoes_baby_food_strained
76209000	Sweet_potatoes_baby_food_NS_as_to_strained_or_junior
76209010	Sweet_potatoes_baby_food_strained
76209020	Sweet_potatoes_baby_food_junior
76401000	Beans_green_string_baby_food_NS_as_to_strained_or_junior
76401010	Beans_green_string_baby_food_strained
76401020	Beans_green_string_baby_food_junior
76401060	Beans_green_string_baby_food_toddler
76402000	Green_beans_and_potatoes_baby_food_strained
76403010	Beets_baby_food_strained
76405000	Corn_creamed_baby_food_NS_as_to_strained_or_junior
76405010	Corn_creamed_baby_food_strained
76405020	Corn_creamed_baby_food_junior
76407000	Mixed_vegetables_garden_vegetables_baby_food_NS_as_to_strained_or_junior
76407010	Mixed_vegetables_garden_vegetables_baby_food_strained
76407020	Mixed_vegetables_garden_vegetables_baby_food_junior
76409000	Peas_baby_food_NS_as_to_strained_or_junior
76409010	Peas_baby_food_strained
76409020	Peas_baby_food_junior
76409030	Peas_baby_food_toddler
76420000	Potatoes_baby_food_toddler
76501000	Vegetables_and_rice_baby_food_strained
76502000	Peas_and_brown_rice_baby_food
76602000	Carrots_and_beef_baby_food_strained
76603000	Vegetable_and_beef_baby_food_NS_as_to_strained_or_junior
76603010	Vegetable_and_beef_baby_food_strained
76603020	Vegetable_and_beef_baby_food_junior
76604000	Broccoli_and_chicken_baby_food_strained
76604500	Sweet_potatoes_and_chicken_baby_food_strained
76605000	Vegetable_and_chicken_baby_food_NS_as_to_strained_or_junior
76605010	Vegetable_and_chicken_baby_food_strained
76605020	Vegetable_and_chicken_baby_food_junior
76607100	Potatoes_with_cheese_and_broccoli_baby_food_toddler
76611000	Vegetable_and_turkey_baby_food_NS_as_to_strained_or_junior
76611010	Vegetable_and_turkey_baby_food_strained
76611020	Vegetable_and_turkey_baby_food_junior
77121010	Fried_stuffed_potatoes_Puerto_Rican_style
77121110	Potato_and_ham_fritters_Puerto_Rican_style
77141010	Potato_chicken_pie_Puerto_Rican_style
77201210	Green_plantain_with_cracklings_Puerto_Rican_style
77205110	Ripe_plantain_fritters_Puerto_Rican_style
77205610	Ripe_plantain_meat_pie_Puerto_Rican_style
77230210	Cassava_Pasteles_Puerto_Rican_style
77230510	Cassava_fritter_stuffed_with_crab_meat_Puerto_Rican_style
77250110	Stuffed_tannier_fritters_Puerto_Rican_style
77250710	Tannier_fritters_Puerto_Rican_style
77272010	Puerto_Rican_pasteles
77316010	Stuffed_cabbage_with_meat_Puerto_Rican_style
77316510	Stuffed_cabbage_with_meat_and_rice_Syrian_dish_Puerto_Rican_style
77316600	Eggplant_and_meat_casserole
77513010	Spanish_stew
77563010	Puerto_Rican_stew
78101000	Vegetable_and_fruit_juice_100_juice_with_high_vitamin_C
78101100	Fruit_and_vegetable_smoothie
78101110	Fruit_and_vegetable_smoothie_added_protein
78101120	Fruit_and_vegetable_smoothie_bottled
81100000	Table_fat_NFS
81100500	Butter_NFS
81101000	Butter_stick_salted
81101010	Butter_whipped_tub_salted
81101020	Butter_whipped_stick_salted
81101100	Butter_stick_unsalted
81101110	Butter_whipped_tub_unsalted
81101120	Butter_whipped_stick_unsalted
81101500	Light_butter_stick_salted
81101520	Light_butter_whipped_tub_salted
81102000	Margarine_NFS
81102010	Margarine_stick_salted
81102020	Margarine_tub_salted
81103020	Margarine_whipped_tub_salted
81103030	Margarine_stick_unsalted
81103040	Margarine-like_spread_stick_salted
81103080	Margarine-like_spread_tub_salted
81103090	Margarine-like_spread_liquid_salted
81103130	Margarine_like_spread_whipped_tub_salted
81104010	Margarine-like_spread_reduced_calorie_about_40_fat_tub_salted
81104011	Margarine_like_spread_reduced_calorie_about_40_fat_made_with_yogurt_tub_salted
81104020	Margarine-like_spread_reduced_calorie_about_40_fat_stick_salted
81104050	Margarine_like_spread_reduced_calorie_about_20_fat_tub_salted
81104100	Margarine_like_spread_fat_free_tub_salted
81104110	Margarine_like_spread_fat_free_liquid_salted
81104500	Vegetable_oil-butter_spread_stick_salted
81104510	Vegetable_oil-butter_spread_tub_salted
81104550	Vegetable_oil-butter_spread_reduced_calorie_stick_salted
81104560	Vegetable_oil-butter_spread_reduced_calorie_tub_salted
81105010	Butter-margarine_blend_stick_salted
81105020	Butter-margarine_blend_tub_salted
81105500	Butter-vegetable_oil_blend
81106010	Butter_replacement_fat-free_powder
81200100	Oil_or_table_fat_NFS
81201000	Animal_fat_or_drippings
81202000	Lard
81203000	Shortening_NS_as_to_vegetable_or_animal
81203100	Shortening_vegetable
81203200	Shortening_animal
81204000	Ghee_clarified_butter
81301000	Garlic_sauce
81301020	Lemon-butter_sauce
81302010	Hollandaise_sauce
81302040	Sandwich_spread
81302050	Tartar_sauce
81302060	Horseradish_sauce
81302070	Pesto_sauce
81312000	Tartar_sauce_reduced_fat_calorie
81322000	Honey_butter
82101000	Vegetable_oil_NFS
82101300	Almond_oil
82101500	Coconut_oil
82102000	Corn_oil
82103000	Cottonseed_oil
82103500	Flaxseed_oil
82104000	Olive_oil
82105000	Peanut_oil
82105500	Rapeseed_oil
82105750	Canola_and_soybean_oil
82105800	Canola_soybean_and_sunflower_oil
82106000	Safflower_oil
82107000	Sesame_oil
82108000	Soybean_oil
82108250	Soybean_and_sunflower_oil
82108500	Sunflower_oil
82108700	Walnut_oil
82109000	Wheat_germ_oil
83100100	Salad_dressing_NFS_for_salads
83100200	Salad_dressing_NFS_for_sandwiches
83101000	Blue_or_roquefort_cheese_dressing
83101600	Bacon_and_tomato_dressing
83102000	Caesar_dressing
83103000	Coleslaw_dressing
83104000	French_or_Catalina_dressing
83105500	Honey_mustard_dressing
83106000	Italian_dressing_made_with_vinegar_and_oil
83107000	Mayonnaise_regular
83108000	Mayonnaise_imitation
83109000	Russian_dressing
83110000	Mayonnaise-type_salad_dressing
83112000	Avocado_dressing
83112500	Creamy_dressing
83112950	Poppy_seed_dressing
83112990	Sesame_dressing
83114000	Thousand_Island_dressing
83115000	Yogurt_dressing
83200100	Salad_dressing_light_NFS
83201000	Blue_or_roquefort_cheese_dressing_light
83201400	Coleslaw_dressing_light
83202020	French_or_Catalina_dressing_light
83203000	Caesar_dressing_light
83204000	Mayonnaise_light
83204030	Mayonnaise_reduced_fat_with_olive_oil
83204050	Mayonnaise-type_salad_dressing_light
83204500	Honey_mustard_dressing_light
83205450	Italian_dressing_light
83206000	Russian_dressing_light
83206500	Sesame_dressing_light
83207000	Thousand_Island_dressing_light
83208500	Korean_dressing_or_marinade
83210100	Creamy_dressing_light
83300100	Blue_or_roquefort_cheese_dressing_fat_free
83300200	Caesar_dressing_fat_free
83300300	Creamy_dressing_fat_free
83300400	French_or_Catalina_dressing_fat_free
83300500	Honey_mustard_dressing_fat_free
83300600	Italian_dressing_fat_free
83300700	Mayonnaise_fat_free
83300800	Russian_dressing_fat_free
83300900	Salad_dressing_fat_free_NFS
83301000	Thousand_Island_dressing_fat_free
91101000	Sugar_NFS
91101010	Sugar_white_granulated_or_lump
91101020	Sugar_white_confectioner_s_powdered
91102010	Sugar_brown
91104100	Sugar_cinnamon
91106010	Sugar_substitute_and_sugar_blend
91107000	Sugar_substitute_sucralose_powder
91108000	Sugar_substitute_stevia_powder
91108010	Sugar_substitute_stevia_liquid
91108020	Sugar_substitute_monk_fruit_powder
91200000	Sugar_substitute_powder_NFS
91200005	Sugar_substitute_liquid_NFS
91200040	Sugar_substitute_saccharin_powder
91200110	Sugar_substitute_saccharin_liquid
91201010	Sugar_substitute_aspartame_powder
91300010	Syrup_NFS
91300100	Pancake_syrup_NFS
91301020	Cane_and_corn_pancake_syrup
91301030	Corn_syrup_light_or_dark
91301040	Buttered_blends_syrup
91301050	Fruit_syrup
91301060	Maple_syrup
91301080	Chocolate_syrup_thin_type
91301081	Chocolate_syrup_thin_type_light
91301082	Chocolate_syrup_thin_type_sugar_free
91301090	Sorghum_syrup
91301100	Sugar_white_and_water_syrup
91301120	Sugar_carmelized
91301130	Fruit_flavored_syrup_used_for_milk_beverages
91301200	Sugar_brown_and_water_syrup
91301250	Maple_and_corn_and_or_cane_pancake_syrup_blends
91301510	Syrup_pancake_reduced_calorie
91302010	Honey
91302020	Agave_liquid_sweetener
91303000	Molasses
91303500	Sugar_brown_liquid
91304010	Topping_butterscotch_or_caramel
91304020	Topping_chocolate_thick_fudge_type
91304030	Topping_fruit
91304040	Topping_marshmallow
91304050	Hard_sauce
91304060	Topping_nuts_and_syrup
91304070	Topping_peanut_butter_thick_fudge_type
91304080	Topping_fruit_unsweetened
91304090	Topping_chocolate_flavored_hazelnut_spread
91304250	Topping_milk_chocolate_with_cereal
91304300	Topping_chocolate_hard_coating
91305010	Icing_chocolate
91305020	Icing_white
91306020	Caramel_dip_regular
91306025	Caramel_dip_light
91306030	Chocolate_dip
91306040	Dessert_dip
91351010	Syrup_dietetic
91351020	Topping_dietetic
91361010	Sweet_and_sour_sauce
91361020	Fruit_sauce
91361040	Dessert_sauce
91361050	Duck_sauce
91361070	Plum_sauce_Asian_style
91401000	Jelly_all_flavors
91402000	Jam_preserve_all_flavors
91403000	Fruit_butter_all_flavors
91404000	Marmalade_all_flavors
91405000	Jelly_sugar_free_all_flavors
91405500	Jelly_reduced_sugar_all_flavors
91406000	Jam_preserve_marmalade_sugar_free_all_flavors
91406500	Jam_preserve_marmalade_sweetened_with_fruit_juice_concentrates_all_flavors
91406600	Jam_preserve_marmalade_reduced_sugar_all_flavors
91407100	Guava_paste
91407120	Sweet_potato_paste
91407150	Bean_paste_sweetened
91408100	Chinese_preserved_sweet_vegetable
91501010	Gelatin_dessert
91501015	Gelatin_snacks
91501020	Gelatin_dessert_with_fruit
91501030	Gelatin_dessert_with_whipped_cream
91501040	Gelatin_dessert_with_fruit_and_whipped_cream
91501050	Gelatin_dessert_with_cream_cheese
91501060	Gelatin_dessert_with_sour_cream
91501070	Gelatin_dessert_with_fruit_and_sour_cream
91501080	Gelatin_dessert_with_fruit_and_cream_cheese
91501090	Gelatin_dessert_with_fruit_vegetable_and_nuts
91501100	Gelatin_salad_with_vegetables
91501110	Gelatin_dessert_with_fruit_and_whipped_topping
91501120	Gelatin_dessert_with_fruit_and_vegetables
91511010	Gelatin_dessert_dietetic_sweetened_with_low_calorie_sweetener
91511020	Gelatin_dessert_dietetic_with_fruit_sweetened_with_low_calorie_sweetener
91511030	Gelatin_dessert_dietetic_with_whipped_topping_sweetened_with_low_calorie_sweetener
91511050	Gelatin_dessert_dietetic_with_cream_cheese_sweetened_with_low_calorie_sweetener
91511060	Gelatin_dessert_dietetic_with_sour_cream_sweetened_with_low_calorie_sweetener
91511070	Gelatin_dessert_dietetic_with_fruit_and_sour_cream_sweetened_with_low_calorie_sweetener
91511080	Gelatin_dessert_dietetic_with_fruit_and_cream_cheese_sweetened_with_low_calorie_sweetener
91511090	Gelatin_dessert_dietetic_with_fruits_and_vegetables_sweetened_with_low_calorie_sweetener
91511100	Gelatin_salad_dietetic_with_vegetables_sweetened_with_low_calorie_sweetener
91511110	Gelatin_dessert_dietetic_with_fruit_and_whipped_topping_sweetened_with_low_calorie_sweetener
91512010	Danish_dessert_pudding
91520100	Yokan
91550100	Coconut_cream_cake_Puerto_Rican_style
91550300	Pineapple_custard_Puerto_Rican_style
91560100	Haupia
91580000	Gelatin_frozen_whipped_on_a_stick
91601000	Ice_fruit
91611000	Ice_pop
91611050	Ice_pop_filled_with_ice_cream_all_flavor_varieties
91611100	Ice_pop_sweetened_with_low_calorie_sweetener
91621000	Snow_cone
91700010	Candy_NFS
91700500	M_M_s_Almond_Chocolate_Candies
91701010	Almonds_chocolate_covered
91701020	Almonds_sugar-coated
91701030	Almonds_yogurt-covered
91702010	Butterscotch_morsels
91703010	Caramel_chocolate-flavored_roll
91703020	Caramel_flavor_other_than_chocolate
91703030	Caramel_with_nuts
91703040	Caramel_candy_chocolate_covered
91703050	Caramel_with_nuts_and_cereal_chocolate_covered
91703060	Caramel_with_nuts_chocolate_covered
91703070	Rolo
91703080	Caramel_all_flavors_sugar_free
91703150	Toblerone_milk_chocolate_with_honey_and_almond_nougat
91703200	TWIX_Caramel_Cookie_Bars
91703250	TWIX_Chocolate_Fudge_Cookie_Bars
91703300	TWIX_Peanut_Butter_Cookie_Bars
91703400	Whatchamacallit
91703500	Nuts_carob-coated
91703600	Espresso_coffee_beans_chocolate-covered
91705010	Milk_chocolate_candy_plain
91705020	Milk_chocolate_candy_with_cereal
91705030	Kit_Kat
91705040	Chocolate_milk_with_nuts_not_almond_or_peanuts
91705050	Milk_chocolate_candy_with_fruit_and_nuts
91705060	Milk_chocolate_candy_with_almonds
91705070	Chocolate_milk_with_peanuts
91705090	Chocolate_candy_with_fondant_and_caramel
91705200	Chocolate_semi-sweet_morsel
91705300	Chocolate_sweet_or_dark
91705310	Chocolate_sweet_or_dark_with_almonds
91705400	Chocolate_white
91705410	Chocolate_white_with_almonds
91705420	Chocolate_white_with_cereal
91705430	Kit_Kat_White
91705500	Mexican_chocolate_tablet
91706000	Coconut_candy_chocolate_covered
91706100	Coconut_candy_no_chocolate_covering
91706400	Coconut_candy_Puerto_Rican_style
91707000	Fondant
91707010	Fondant_chocolate_covered
91708000	Fruit_peel_candied
91708010	Date_candy
91708020	Soft_fruit_confections
91708030	Fruit_leather_and_fruit_snacks_candy
91708040	Fun_Fruits_Creme_Supremes
91708070	Tamarind_candy
91708100	Fruit_snacks_candy_with_high_vitamin_C
91708150	Yogurt_covered_fruit_snacks_candy_with_added_vitamin_C
91708160	Yogurt_covered_fruit_snacks_candy_rolls_with_high_vitamin_C
91709000	Gumdrops_chocolate_covered
91713010	Fudge_chocolate_chocolate-coated
91713020	Fudge_chocolate_chocolate-coated_with_nuts
91713030	Fudge_chocolate
91713040	Fudge_chocolate_with_nuts
91713050	Fudge_peanut_butter
91713060	Fudge_peanut_butter_with_nuts
91713070	Fudge_vanilla
91713080	Fudge_vanilla_with_nuts
91713090	Fudge_divinity
91713100	Fudge_brown_sugar_penuche
91715000	Fudge_caramel_and_nut_chocolate-coated_candy
91715100	SNICKERS_Bar
91715200	Baby_Ruth
91715300	100_GRAND_Bar
91716010	Halvah_plain
91716110	Halvah_chocolate_covered
91718000	Honey-combed_hard_candy_with_peanut_butter
91718050	Honey-combed_hard_candy_with_peanut_butter_chocolate_covered
91718100	Butterfinger
91718110	Butterfinger_Crisp
91718200	Chocolate-flavored_sprinkles
91718300	Ladoo_round_ball_Asian-Indian_dessert
91721000	Licorice
91723000	Marshmallow
91723010	Marshmallow_chocolate_covered
91723020	Marshmallow_candy-coated
91723050	Marshmallow_coconut-coated
91726000	Nougat_plain
91726110	Nougat_with_caramel_chocolate_covered
91726130	MILKY_WAY_Bar
91726140	MILKY_WAY_MIDNIGHT_Bar
91726150	MARS_Almond_Bar
91726410	Nougat_chocolate_covered
91726420	3_MUSKETEERS_Bar
91726425	3_Musketeers_Truffle_Crisp_Bar
91727010	Nuts_chocolate_covered_not_almonds_or_peanuts
91728000	Nut_roll_fudge_or_nougat_caramel_and_nuts
91728500	Sugared_pecans_sugar_and_egg_white_coating
91731000	Peanuts_chocolate_covered
91731010	M_M_s_Peanut_Chocolate_Candies
91731060	M_M_s_Peanut_Butter_Chocolate_Candies
91731100	Peanuts_sugar-coated
91731150	Peanuts_yogurt_covered
91732000	Peanut_bar
91732100	Planters_Peanut_Bar
91733000	Peanut_brittle
91733200	Peanut_Bar_chocolate_covered_candy
