	BMI	PROT	TFAT	CARB	ALC	CAFF	THEO	SUGR	FIBE	CALC	IRON	MAGN	PHOS	POTA	SODI	ZINC	COPP	SELE	VC	VB1	VB2	NIAC	VB6	FOLA	FA	FF	FDFE	VB12	VARA	RET	BCAR	ACAR	CRYP	LYCO	LZ	ATOC	VK	CHOLE	SFAT	S040	S060	S080	S100	S120	S140	S160	S180	MFAT	M161	M181	M201	M221	PFAT	P182	P183	P184	P204	P205	P225	P226	VITD	CHOLN	VITE_ADD	B12_ADD
FA	0.206542515283731	-0.305262809198996	0.1969297275898	0.841674018292066	0.443815367875627	0.565817221448363	0.48776516136402	0.769548671980186	0.472819462327247	0.270195689392968	0.851433502700332	0.292705101722521	-0.0981272269657205	-0.0333972634876345	0.177490086846604	0.0569839034035245	0.262520000419898	-0.0221938403010644	0.141654396591201	0.343613510700839	-0.085742777179233	0.210224204536868	0.233993475867783	0.773790667608841	1	0.114249302773537	0.89321989099421	-0.135696353721795	0.422002401204981	0.0963619139045573	0.329825931953524	0.443537428323993	-0.334960035465926	0.493514967644013	-0.140121291166779	0.323845791037149	0.062257184868723	-0.420817460572006	0.161845555990478	0.0423049676769847	0.0468422797139011	0.0696977672931718	0.0252395332703215	0.26851569048829	0.108669881942809	0.138837848534901	0.239598846438502	0.105116145729407	-0.22594671963661	0.136406167083251	-0.209758067271441	-0.0588835388445821	0.346898752398276	0.401467470495353	0.306684529569863	-0.26299570095136	-0.427687142239116	-0.28188539199134	-0.356126612194095	-0.363803605830968	-0.414039550709026	-0.439708095717571	0.360175489316874	0.472877470506264
FF	-0.392909796619371	-0.46886656335142	-0.176040838896951	0.0661136738592592	-0.515917377425966	-0.352581290704349	-0.174720351337027	-0.0631101275783991	0.829012189026061	-0.185908308301046	0.223763949230447	0.640143947183373	-0.309359762826999	0.667231969688928	-0.265359440041004	-0.385262192406949	0.693291972603519	-0.306390391860005	0.778164919139062	0.248651954146617	-0.388525588719946	-0.329524623238769	0.449552204538419	0.717679826687608	0.114249302773537	1	0.54870806764155	-0.110131818413759	0.751166872088466	-0.0105169043581391	0.767677037484732	0.680201191775836	0.213618113173039	0.271915651580393	0.593174618407024	0.73234121580674	0.753206712449665	-0.386365059702432	-0.391883469458704	-0.323722413384262	-0.352701630022247	-0.260574723605132	-0.352745946324134	-0.23692564721813	-0.448098957201818	-0.370477667523693	-0.419208037458778	-0.165457584343672	-0.450014447964517	-0.121106683564435	-0.221071148078151	-0.500688192260042	0.371749669412222	0.373393348373533	0.572548812362446	-0.314398221888917	-0.42501642353713	-0.225803990492798	-0.295365521609415	-0.185714396553716	-0.101053254039594	-0.256401113384845	0.700615631995987	0.651108301546148
FDFE	-0.00540518924862333	-0.469050030257167	0.0855679725365727	0.737106617514402	0.138580993421705	0.314762360511137	0.330755370481348	0.61888296553914	0.773105124432881	0.143158039784125	0.817658513562887	0.536407614868785	-0.222400276722085	0.272486200004835	0.0280346388616567	-0.125703694953216	0.534469726613256	-0.15780306395537	0.47220152697699	0.399649138358786	-0.247830770591326	0.0266994206381669	0.400322178925726	0.975967323884715	0.89321989099421	0.54870806764155	1	-0.164139464873138	0.696366132488844	0.078086282808435	0.625016968510518	0.680690111861106	-0.186338976234737	0.53709716944804	0.152251846791824	0.603340880463955	0.394473225961593	-0.528688212136014	-0.0413757652784198	-0.110575658497295	-0.11992546554722	-0.0590757629870377	-0.137996887057372	0.119228899032291	-0.111171727468388	-0.0511269410495026	0.0114328799787661	0.0128487677869456	-0.394199608710807	0.0592523807668433	-0.276634387199738	-0.276532928264471	0.459863148315582	0.506464128797969	0.517131628869385	-0.363219320518191	-0.552046517933423	-0.3393057140877	-0.43310969331948	-0.389983948280418	-0.393694284175176	-0.485685806850429	0.619538930843025	0.6930570978465
VB12	-0.386393123227618	0.760022374601809	0.0790615102792803	-0.307905151516616	0.0452520383482811	-0.199903188617187	-0.0594123753521399	-0.385464371895601	-0.475131541374239	-0.207971477494754	-0.0293707075398913	-0.0631810923749186	0.597795621165752	0.105752455902889	0.644769023662535	0.217702326399232	-0.0870471673093393	0.854228772421494	-0.303995796478173	-0.33590466929462	0.373463793154064	0.637638725080203	0.340600713505358	-0.163241745088477	-0.135696353721795	-0.110131818413759	-0.164139464873138	1	-0.0485168907162434	0.00113989197755527	-0.0689364133237148	0.0619846989248569	-0.479929988615985	-0.429273118601297	-0.0831091302719966	-0.165901340237595	0.029065733166647	0.668589994861951	0.00507404876230218	-0.116356434105765	-0.106959680746955	-0.166053251694897	-0.144416210527219	-0.235134920284614	-0.0586543395419312	0.0737060632644007	-0.000338803434945875	0.0467871710497427	0.308825937677866	0.00681191745138323	0.606897225493195	0.39223526271176	0.16065903210714	0.0548506629749078	0.169734622004472	0.614955845394953	0.674408425002001	0.787240505931572	0.795982848291607	0.818989298434853	0.697609218995065	0.793828503746145	-0.378650594427857	-0.459782830052502
VARA	-0.427615403365094	-0.29760260133825	0.0335211708843547	0.220683257353714	-0.283012517688583	-0.0924108229138705	-0.0143062263815141	0.271861213447146	0.710936740425371	0.129078588942042	0.441293928009544	0.590235011577044	-0.030245293950211	0.342129111540632	-0.330089197780009	0.0914363921095038	0.361779540223466	-0.199469415385887	0.618380898723403	-0.0220300780456194	-0.0558439924817058	-0.247837403977509	0.482876603836738	0.776228506166005	0.422002401204981	0.751166872088466	0.696366132488844	-0.0485168907162434	1	0.388140325242313	0.710224778021217	0.670807923843481	-0.109135927040332	0.281917369110597	0.573952203315038	0.602221377047986	0.716896542493615	-0.206308557118183	-0.0839209983627522	-0.00740511320160994	-0.0456121565997775	0.0108262028468883	-0.0375608154806787	0.112588405599072	-0.0983042144904101	-0.087268244227648	-0.118133518968217	2.8866370486434e-08	-0.234063725879219	0.0376738040352526	-0.284165462824192	-0.58982662788491	0.358315259855769	0.376041822753729	0.516479143397832	-0.461781422211541	-0.284943060643802	-0.359002082863134	-0.34718356121076	-0.301484845522637	-0.154850481764525	-0.144822890813077	0.543620344594429	0.706106738355452
RET	-0.284207931765607	0.25436079092799	0.531326798025049	0.18619467217455	0.292307493898672	0.22438705724014	0.405319527932826	0.36118200530802	-0.0845932272381907	0.686808170617196	0.278407023420599	-0.054112926742489	0.486637383375197	-0.0233746111280565	-0.133784258194508	0.729665754068013	-0.40552400742177	0.0640406253242471	-0.0585551114078386	0.0127860563082575	0.420526338534795	0.061510915077256	-0.123092499791823	0.0619817975819137	0.0963619139045573	-0.0105169043581391	0.078086282808435	0.00113989197755527	0.388140325242313	1	-0.369806486614171	-0.320309596535759	-0.183420784330617	-0.137888647673968	0.0170160862445262	-0.0959056459349112	-0.0490847979709507	0.361098020860225	0.601117092935321	0.662189489578705	0.602516978068517	0.599695645690243	0.617520210693044	0.588954412986602	0.638761583864518	0.58405870908636	0.560893623114828	0.476907815489578	0.495351010843363	0.469821897271393	0.121864851125413	-0.329068402541015	0.266742760726176	0.288712499264209	0.128756322341828	-0.20045255256576	0.315245764040323	-0.207506173389986	-0.0359960262598707	-0.133800326980693	0.0837468260343223	0.230834381634504	-0.260352859615987	-0.0491863391806117
BCAR	-0.22384999552381	-0.505938259715341	-0.390313159823446	0.0611181066295773	-0.531292878507208	-0.290911582111369	-0.339797917228746	-0.00683530812468539	0.783871349961507	-0.394456302852604	0.205069726997689	0.643700359004167	-0.40945958864964	0.357590886206783	-0.271969165594538	-0.478403741580927	0.675732905615608	-0.276096978316664	0.680274922773011	-0.0376816897128842	-0.376206005351246	-0.3287512555248	0.571882678194734	0.721248660220935	0.329825931953524	0.767677037484732	0.625016968510518	-0.0689364133237148	0.710224778021217	-0.369806486614171	1	0.889960217625272	0.0625015990981412	0.395367238314858	0.587150733037475	0.659855242643671	0.757361290090524	-0.493712311222994	-0.552083683826391	-0.508490316856029	-0.50164835229796	-0.438558400339376	-0.50510763925408	-0.326416552273805	-0.586716024951569	-0.546333267955669	-0.559355966545799	-0.377634858985071	-0.621238192047919	-0.334199664287612	-0.391021091947569	-0.359209947497793	0.12210072884091	0.124683420863496	0.38756091965829	-0.322624788586672	-0.541071832979382	-0.215534236858393	-0.331528317139683	-0.211150121240718	-0.218695187240722	-0.331073571734041	0.725198495649926	0.753624986835607
ACAR	-0.156052010780752	-0.374163638000426	-0.22292949012206	0.17853778109716	-0.333591378360858	-0.0893568040695183	-0.198517650645689	0.0352287659795061	0.690649211522637	-0.336169545801375	0.365856591938465	0.538161817642035	-0.307529465598415	0.353508449666549	0.0106526857441185	-0.322171626546273	0.587315030619545	-0.0818332685179763	0.536190959834445	-0.00624683650409286	-0.330295240153432	-0.0961690760824154	0.576619575681158	0.74541142685913	0.443537428323993	0.680201191775836	0.680690111861106	0.0619846989248569	0.670807923843481	-0.320309596535759	0.889960217625272	1	-0.164946662166214	0.313875073248583	0.401554169529004	0.725112237100619	0.709417145141934	-0.369785242585639	-0.429556460576202	-0.470136051634528	-0.464210914643375	-0.4319308388578	-0.465730679378973	-0.338316634863813	-0.513300055785057	-0.40022940826082	-0.41611115458218	-0.244710014417926	-0.502593122978977	-0.20606713225532	-0.278414690896541	-0.232846229008896	0.340929763615624	0.333949292938663	0.575459588015659	-0.233486293158197	-0.394866476687174	-0.123194441643497	-0.242157648179621	-0.133618594221142	-0.202229344381697	-0.233382280629469	0.790562813677911	0.659305867168052
CRYP	0.260113637791301	-0.476912267207923	-0.138974894908754	-0.0671910009417495	-0.09331328633642	-0.150060727989624	-0.2435008251209	0.00677743420671533	0.319198341201312	-0.00482191382011744	-0.301836700194045	-0.00764557356177736	-0.417287020335879	0.290275447087276	-0.57115556646068	-0.439840177785853	0.175858264025715	-0.549795843659732	0.41012087235443	0.220396733666924	-0.344612834147955	-0.385495579617156	-0.157546342389927	-0.101442168348643	-0.334960035465926	0.213618113173039	-0.186338976234737	-0.479929988615985	-0.109135927040332	-0.183420784330617	0.0625015990981412	-0.164946662166214	1	0.126375250412629	0.259328736201362	0.156861266371375	0.0845826359869123	-0.365620363711064	-0.157736202086629	-0.066085031205951	-0.0880137704491366	-0.0212749823832994	-0.104955225179709	-0.0595171684921579	-0.137023805903471	-0.17388156733549	-0.17412382713753	-0.00569891230763197	-0.101414743677786	0.0127794506322951	-0.313114547946595	-0.397759380528728	-0.206294511441137	-0.155775672826869	-0.18887404061604	-0.37777095371218	-0.401870542309625	-0.424075426767587	-0.40775277100641	-0.3862845290648	-0.201167050272347	-0.392263240388593	0.122969686145775	0.145989541204397
LYCO	0.440841048548839	-0.345000259243629	0.253567197829715	0.608336958259226	0.247044800883655	0.484866740005639	0.371022605537933	0.523782816863339	0.511285634698625	0.250182396641058	0.25016985003117	0.31821618682014	-0.114451132590809	0.228735126032717	-0.0850357264176447	-0.0499441500086051	0.337217787912315	-0.25241514257855	0.13384542889441	0.535011724657025	-0.0273422857524206	-0.0449459193757454	0.11820181698052	0.518472584922756	0.493514967644013	0.271915651580393	0.53709716944804	-0.429273118601297	0.281917369110597	-0.137888647673968	0.395367238314858	0.313875073248583	0.126375250412629	1	-0.238437142725356	0.548842706882314	-0.0413284890229319	-0.420948243645662	0.185902550814038	0.165876663848878	0.183480116209601	0.136190084412106	0.157301719726118	0.167386854590049	0.126544154434938	0.16307825806395	0.229102008058832	0.253133657366262	-0.131572885530968	0.292413359246956	-0.282251218818229	-0.318090794966305	0.339285761994827	0.406323749872248	0.330474612960728	-0.475730254441967	-0.440373153183218	-0.510246578227583	-0.505899967255527	-0.538316080641805	-0.48352130767304	-0.467714025007274	0.440402889424514	0.380877076620532
LZ	-0.429629098948313	-0.312846677427667	-0.296679553825949	-0.376688025132592	-0.678130681874939	-0.600450638583761	-0.466061132914674	-0.156092649153446	0.507609996383216	-0.231675997754187	-0.197845324375994	0.499480200255203	-0.241541333680621	0.327465624310661	-0.598533276243142	-0.324780886755779	0.424274747116943	-0.337338492660796	0.715500983388839	-0.369000882123776	-0.123282928034625	-0.461290363024661	0.466817646542088	0.28096837685874	-0.140121291166779	0.593174618407024	0.152251846791824	-0.0831091302719966	0.573952203315038	0.0170160862445262	0.587150733037475	0.401554169529004	0.259328736201362	-0.238437142725356	1	0.31739187227077	0.880178438719488	-0.13295918524516	-0.385426479909005	-0.220591371080232	-0.245665469942803	-0.113035517392733	-0.222665622969884	-0.0285153317030525	-0.326513956856776	-0.38424340029068	-0.477634376754319	-0.25010932768826	-0.262593634674802	-0.231908561525117	-0.15305477920772	-0.424741171486712	-0.0347114744531846	-0.0500256871713622	0.159128815936623	-0.136043846240107	-0.195313013516843	-0.128314338159739	-0.132046318597824	-0.0482655561980569	0.147796777522609	-0.0140235152793566	0.352271897982441	0.542645992532095
ATOC	0.163703717196117	-0.311147050946112	0.269716752930609	0.356204046985815	-0.0848180395197847	0.0473964911289956	0.182741987076897	0.283441694231536	0.770507294170319	0.121722973424811	0.192110259632883	0.603172008887934	-0.0844502796353666	0.6881252696918	-0.121532399576155	-0.14929705776652	0.595815006459457	-0.155712648916011	0.508498872869833	0.347607433008776	-0.10944494031069	-0.0274288449841466	0.486866985496122	0.694523471266869	0.323845791037149	0.73234121580674	0.603340880463955	-0.165901340237595	0.602221377047986	-0.0959056459349112	0.659855242643671	0.725112237100619	0.156861266371375	0.548842706882314	0.31739187227077	1	0.596051144907712	-0.261247170896254	0.0152886729415057	0.000298190778186314	-0.00305562933824083	0.00467366089255272	-0.0336430285774945	-0.000574183996776552	-0.0918875518310778	0.0529602538376584	0.00417710567579461	0.295179661548582	-0.132402356779604	0.344964974666819	-0.099516576680406	-0.524806222591036	0.675865745294247	0.698329695032815	0.755208182578599	-0.341449695427425	-0.299960217903848	-0.315118228810865	-0.295822319142486	-0.272034224627731	-0.118433534476009	-0.215285134550029	0.772958995741856	0.478301326680075
VK	-0.407141313687927	-0.316509038172364	-0.230015260523711	-0.23478947795479	-0.624446921004818	-0.485291969881576	-0.421015449353137	-0.132064644708114	0.649504152227294	-0.279784752013975	-0.00240369503923277	0.530454396410533	-0.254020409799418	0.504982112975989	-0.371250168211866	-0.33463151236825	0.546550656268143	-0.253031624485069	0.800573346070007	-0.225624299756634	-0.192653193055751	-0.304195242420395	0.649368110489673	0.525243573529147	0.062257184868723	0.753206712449665	0.394473225961593	0.029065733166647	0.716896542493615	-0.0490847979709507	0.757361290090524	0.709417145141934	0.0845826359869123	-0.0413284890229319	0.880178438719488	0.596051144907712	1	-0.19152629436999	-0.424325313045407	-0.329752214755308	-0.353425184394755	-0.253695214551432	-0.343245954842149	-0.191587860565289	-0.431609008933483	-0.393976077331224	-0.493880415597479	-0.211826506816913	-0.312540312865335	-0.188366420919082	-0.0980400310026466	-0.337205498087917	0.25877539489697	0.227878070482022	0.520553636548497	-0.0874811389495408	-0.24500897339399	-0.0654749102686911	-0.104201321533147	-0.00536248693957971	0.124284089877969	-0.0374428807186794	0.638642294072041	0.665200792674427
CHOLE	-0.108221778957477	0.951178352262604	0.538527850978769	-0.35002420326058	0.239142196039464	0.0204625158814896	0.212207846302981	-0.202448595687254	-0.711765257720126	0.271202939701572	-0.391748664609937	-0.191706131849588	0.90225544881815	0.0337914692566458	0.367470148444554	0.671891337480991	-0.430768048405446	0.77111937566995	-0.578904889287284	-0.336595946577621	0.823422568070334	0.555534062683756	0.100257795035897	-0.53920515504439	-0.420817460572006	-0.386365059702432	-0.528688212136014	0.668589994861951	-0.206308557118183	0.361098020860225	-0.493712311222994	-0.369785242585639	-0.365620363711064	-0.420948243645662	-0.13295918524516	-0.261247170896254	-0.19152629436999	1	0.553691741377572	0.514544351908794	0.512515493590051	0.430503613294126	0.515509797454573	0.296756247985222	0.535051764597648	0.598236221153339	0.497972706779213	0.534650160257544	0.802004943470198	0.490428005078931	0.65859626221073	0.0905058181113227	0.219951348575355	0.153462337292983	0.0581028636556714	0.410234682578568	0.98970803835002	0.467194298593362	0.657811194332196	0.568666206191444	0.672987042724643	0.960100502531866	-0.606642241723524	-0.690984588783241
SFAT	0.392959256738213	0.514912796051632	0.945264332245829	0.442984149336324	0.766956839351357	0.66736139536658	0.822587610104656	0.6093733927148	-0.303265933603674	0.88610411779853	0.0510041931955676	-0.0562629532698378	0.754245976818417	0.0478385775347202	0.160664330210444	0.793525248819147	-0.394099189132172	0.361147902796912	-0.53741926235111	0.243022029929524	0.786543698575082	0.465942987624688	-0.116283905023702	-0.135969727560289	0.161845555990478	-0.391883469458704	-0.0413757652784198	0.00507404876230218	-0.0839209983627522	0.601117092935321	-0.552083683826391	-0.429556460576202	-0.157736202086629	0.185902550814038	-0.385426479909005	0.0152886729415057	-0.424325313045407	0.553691741377572	1	0.951525132928741	0.943578926203487	0.882626889873156	0.927911673760554	0.831718707962278	0.977932586566984	0.994038489603613	0.988952418470047	0.928643041295385	0.833702677102387	0.920030393440262	0.347604762323086	-0.222213094437479	0.449207249350713	0.489172481289723	0.11764358647492	-0.112677848663779	0.534156970754992	-0.175816667454049	0.0565623163421317	-0.116304943281693	0.119348752090691	0.350570613312894	-0.365288933431957	-0.415516159983183
S040	0.254058867611674	0.417670524682357	0.859522349368555	0.309006588827942	0.581828598699052	0.521063102536873	0.730087323323596	0.530379485884236	-0.244463690685231	0.908957034725127	-0.0912650368541863	0.059591513090376	0.692955472963433	0.0176878685038073	-0.0405158056485779	0.746526588889162	-0.409385950193556	0.184246811298047	-0.459913009855908	0.141859239091404	0.775933243762949	0.207115233719323	-0.210363449642304	-0.176040943444796	0.0423049676769847	-0.323722413384262	-0.110575658497295	-0.116356434105765	-0.00740511320160994	0.662189489578705	-0.508490316856029	-0.470136051634528	-0.066085031205951	0.165876663848878	-0.220591371080232	0.000298190778186314	-0.329752214755308	0.514544351908794	0.951525132928741	1	0.994783584770826	0.959736876362468	0.983713958473079	0.896707181750914	0.982351139806755	0.928423283639683	0.903902642758388	0.856826868569125	0.793196527615477	0.851769865412636	0.220957227760764	-0.305018658411304	0.318088385858943	0.366836888729088	0.00519477138522087	-0.214532405573985	0.484208276379419	-0.270301990733526	-0.0242814154235286	-0.196045692959618	0.0710419568955517	0.29449169762453	-0.353520737291294	-0.349338003400043
S060	0.271450649792956	0.423134185585719	0.845572922948052	0.307294670069493	0.579294955535377	0.517947207228537	0.743945664311982	0.514381625313328	-0.260431003034113	0.890788465419746	-0.117548135122484	0.0949902792027556	0.693138144943851	-0.0112577322826488	-0.00413019846757292	0.716235552954263	-0.394003500368163	0.202868738385851	-0.504883275053904	0.127964158497277	0.780323558355762	0.202934807786158	-0.238226487999401	-0.1912149621025	0.0468422797139011	-0.352701630022247	-0.11992546554722	-0.106959680746955	-0.0456121565997775	0.602516978068517	-0.50164835229796	-0.464210914643375	-0.0880137704491366	0.183480116209601	-0.245665469942803	-0.00305562933824083	-0.353425184394755	0.512515493590051	0.943578926203487	0.994783584770826	1	0.961074766603253	0.985278875585421	0.895967692525604	0.977877952323185	0.918908317781074	0.895517582373273	0.84160133362978	0.776314570062049	0.837222157241313	0.211137523323081	-0.266376428756207	0.297847184698406	0.347051652194648	-0.0249835546834229	-0.200090256210691	0.488182735315423	-0.24927825751092	-0.0114203070114235	-0.182962082097702	0.0579215038224951	0.290019229537753	-0.362739418250135	-0.37976436565166
S080	0.205160158270933	0.31811535696217	0.774155762215454	0.31004117817138	0.506371242166325	0.457665270380984	0.70134526273841	0.537715936074156	-0.151117574092931	0.913999183977994	-0.0849654106470666	0.176260485543762	0.609909619965175	0.0946235813312907	-0.118472601707981	0.633408689301968	-0.354340936897963	0.084359196568627	-0.371284192526109	0.214772119066454	0.739668835393365	0.0795597398105889	-0.175372203975476	-0.116918624726333	0.0696977672931718	-0.260574723605132	-0.0590757629870377	-0.166053251694897	0.0108262028468883	0.599695645690243	-0.438558400339376	-0.4319308388578	-0.0212749823832994	0.136190084412106	-0.113035517392733	0.00467366089255272	-0.253695214551432	0.430503613294126	0.882626889873156	0.959736876362468	0.961074766603253	1	0.965407051397939	0.957953090811869	0.932647997194165	0.847048922824587	0.825116530261846	0.780243536718318	0.698626704856534	0.782529533385531	0.104018858506889	-0.328338069441162	0.23204600567259	0.29208490060057	-0.0752401198171474	-0.29060465218979	0.392477203101004	-0.337815201893135	-0.115953149899702	-0.271363059172717	-0.00826269772559624	0.217376228187917	-0.262341130290883	-0.234445647713895
S100	0.280788795904048	0.409851186254249	0.817660775175002	0.280823581479309	0.545770517298098	0.490774153523198	0.706602474484691	0.506324228450936	-0.261004067178603	0.874805959107966	-0.119124680778567	0.0673516451451682	0.674772032436455	-0.0186756168564336	-0.0557774636178607	0.73886018416863	-0.409480273262691	0.171678501496516	-0.473695522897863	0.146015734564564	0.775146009473629	0.153214422086858	-0.221146374912309	-0.206370863319017	0.0252395332703215	-0.352745946324134	-0.137996887057372	-0.144416210527219	-0.0375608154806787	0.617520210693044	-0.50510763925408	-0.465730679378973	-0.104955225179709	0.157301719726118	-0.222665622969884	-0.0336430285774945	-0.343245954842149	0.515509797454573	0.927911673760554	0.983713958473079	0.985278875585421	0.965407051397939	1	0.910249627437732	0.963354465213031	0.897420076313067	0.878696792149113	0.809552657745598	0.737674414229285	0.808444165883302	0.140313891087277	-0.32356158880637	0.274419762688557	0.329497181650945	-0.0368243817408931	-0.262523900753834	0.485064282345026	-0.323357793779707	-0.0874389053131292	-0.254120126617057	-0.0113756255952692	0.291636622051286	-0.339914782443732	-0.330571164031929
S120	0.222609462310497	0.190068298025946	0.711919921959806	0.438567276081936	0.522868560711708	0.508446344932535	0.716883847124947	0.687915546489292	-0.0342703149206666	0.881475446442586	0.0853312158330575	0.246642025330209	0.511549432605484	0.0149298963534473	-0.169422140298772	0.580559151679497	-0.253492460190425	0.0338151992581593	-0.28034900885782	0.201071625225618	0.669283068866154	0.0587228337383073	-0.109396471964392	0.0374105515446059	0.26851569048829	-0.23692564721813	0.119228899032291	-0.235134920284614	0.112588405599072	0.588954412986602	-0.326416552273805	-0.338316634863813	-0.0595171684921579	0.167386854590049	-0.0285153317030525	-0.000574183996776552	-0.191587860565289	0.296756247985222	0.831718707962278	0.896707181750914	0.895967692525604	0.957953090811869	0.910249627437732	1	0.885884403458814	0.782323226513677	0.789577976027766	0.698531156597616	0.563147155859702	0.708220970347112	0.00105788152350917	-0.375980368983286	0.210337887753372	0.284592260607324	-0.0870957679895497	-0.365131148706661	0.254667102638795	-0.427932155265784	-0.239813023553314	-0.37952132335113	-0.124199036107493	0.0941001702308546	-0.21771259493218	-0.0745298257352589
S140	0.315211867605191	0.476457553498285	0.871104360762362	0.361397524971018	0.691412576224573	0.60693252000356	0.765649436259742	0.574234913697649	-0.338213655556637	0.904516855318306	-0.0234574614412687	-0.0493752124032021	0.717494124262989	-0.0589703381721314	0.054941854745394	0.784371990874682	-0.4755291450327	0.264999732758687	-0.55074256522209	0.144776887542675	0.793735331612498	0.326110942845312	-0.21227032403316	-0.208997395076953	0.108669881942809	-0.448098957201818	-0.111171727468388	-0.0586543395419312	-0.0983042144904101	0.638761583864518	-0.586716024951569	-0.513300055785057	-0.137023805903471	0.126544154434938	-0.326513956856776	-0.0918875518310778	-0.431609008933483	0.535051764597648	0.977932586566984	0.982351139806755	0.977877952323185	0.932647997194165	0.963354465213031	0.885884403458814	1	0.956578249116121	0.949790078663427	0.859280010026294	0.821989845330897	0.847833641491714	0.279817476829474	-0.199647951476855	0.296201218607344	0.340932257149938	-0.0350532912398739	-0.135300317099019	0.512747295093193	-0.200296376113349	0.0368238858856095	-0.14142261713665	0.09726346067236	0.315486072871815	-0.424326852863664	-0.410185967785164
S160	0.388711492021157	0.565196661108797	0.967585049044116	0.416954375599527	0.764815344691777	0.649008191074924	0.811612387336372	0.571326206328995	-0.317218468593017	0.85640754362353	0.0371611209681625	-0.0695451364682397	0.785984692376352	0.101152880572992	0.21439113223786	0.793865912040679	-0.372158156168079	0.421300463929638	-0.533032173941818	0.235236912831225	0.797123207620423	0.533133567185719	-0.0643081400191416	-0.138324013064382	0.138837848534901	-0.370477667523693	-0.0511269410495026	0.0737060632644007	-0.087268244227648	0.58405870908636	-0.546333267955669	-0.40022940826082	-0.17388156733549	0.16307825806395	-0.38424340029068	0.0529602538376584	-0.393976077331224	0.598236221153339	0.994038489603613	0.928423283639683	0.918908317781074	0.847048922824587	0.897420076313067	0.782323226513677	0.956578249116121	1	0.983258005699303	0.95200626277322	0.863583229306039	0.940747793158448	0.424591485716534	-0.196752427691952	0.510923515731804	0.539627442970854	0.188712843707937	-0.045462562333354	0.581264918351352	-0.106136877746178	0.128240695930829	-0.0414857610502293	0.19468978817571	0.410426112372196	-0.355116661736726	-0.445785903774554
S180	0.458839187557128	0.490084227957415	0.937017103277479	0.531592240507879	0.842284013769645	0.742186278618234	0.855695467529925	0.659027737880393	-0.300461493654967	0.863140782904671	0.145071065726253	-0.108268587267555	0.718365576457898	0.018825731976153	0.223428082995267	0.779200625937669	-0.381128557499837	0.381295619841591	-0.558901645399974	0.308704218854161	0.731096705499734	0.528808239058325	-0.123789939949949	-0.0992030373422779	0.239598846438502	-0.419208037458778	0.0114328799787661	-0.000338803434945875	-0.118133518968217	0.560893623114828	-0.559355966545799	-0.41611115458218	-0.17412382713753	0.229102008058832	-0.477634376754319	0.00417710567579461	-0.493880415597479	0.497972706779213	0.988952418470047	0.903902642758388	0.895517582373273	0.825116530261846	0.878696792149113	0.789577976027766	0.949790078663427	0.983258005699303	1	0.912381237325214	0.791444948923159	0.90488875891078	0.337512574880556	-0.188799020698181	0.461110539548036	0.504803637734727	0.125166007466714	-0.111825003910363	0.48521784809741	-0.178543947616754	0.0338260042012485	-0.13542613939518	0.0704354175395577	0.297552597300255	-0.359967114556874	-0.412824298210421
MFAT	0.446361003936569	0.484881667396412	0.983906756469045	0.411239962710046	0.690541454468945	0.587582787266207	0.753310623782405	0.559108600286296	-0.136381147999682	0.808740028888067	-0.0165801950851257	0.0270448296710038	0.722321840262207	0.35156730063844	0.139039838712761	0.670497997196627	-0.196155866686292	0.362710105599737	-0.349402200560053	0.319955928652647	0.73590172431318	0.529048438294484	0.104814479916697	-0.0315358787898793	0.105116145729407	-0.165457584343672	0.0128487677869456	0.0467871710497427	2.8866370486434e-08	0.476907815489578	-0.377634858985071	-0.244710014417926	-0.00569891230763197	0.253133657366262	-0.25010932768826	0.295179661548582	-0.211826506816913	0.534650160257544	0.928643041295385	0.856826868569125	0.84160133362978	0.780243536718318	0.809552657745598	0.698531156597616	0.859280010026294	0.95200626277322	0.912381237325214	1	0.836054670738939	0.997177760545942	0.445771589272785	-0.322256584082756	0.643322782398909	0.66835186572683	0.36531348468955	-0.0794290667494552	0.505575934814076	-0.142226786589028	0.0958118824055077	-0.0566905989158108	0.241335107724943	0.382177797518269	-0.165687657490774	-0.34058136842408
M161	0.190102268753652	0.760087680980112	0.808208126581721	-0.0154776223812811	0.555992540137316	0.409338100435895	0.468491024209077	0.197989324205814	-0.565539075398526	0.65864030134826	-0.295927695029297	-0.276757548009357	0.827480704224562	0.126472761255751	0.194848390327264	0.742160839850536	-0.537924257866544	0.49497973711037	-0.551675637077109	-0.0472456353099625	0.862291782659228	0.548819164286164	0.00687409144391027	-0.444766981873807	-0.22594671963661	-0.450014447964517	-0.394199608710807	0.308825937677866	-0.234063725879219	0.495351010843363	-0.621238192047919	-0.502593122978977	-0.101414743677786	-0.131572885530968	-0.262593634674802	-0.132402356779604	-0.312540312865335	0.802004943470198	0.833702677102387	0.793196527615477	0.776314570062049	0.698626704856534	0.737674414229285	0.563147155859702	0.821989845330897	0.863583229306039	0.791444948923159	0.836054670738939	1	0.795440710846661	0.643123184306488	0.0161790170435521	0.31634281329981	0.292071675873424	0.0789619534855242	0.245280694473131	0.782726971380211	0.205787183845005	0.456747800241302	0.30162389904163	0.548713836402778	0.671642814922125	-0.495788547206334	-0.597019850500534
